temperature,pressure,pressure_duration,spo2,fsr1,fsr2,vibration,risk_level,pressure_change,spo2_trend,temp_trend
34.276842716197464,499.6235316915618,38.19514275062526,97.94344935523273,625.195435885177,653.7625911480737,0,LOW,0.0,0.0,0.0
34.77524135457944,1779.9644030306897,14.488100650685675,97.89889782084406,1667.0010383800907,1897.8823176504825,0,MEDIUM,1280.340871339128,-0.044551534388673986,0.4983986383819783
34.03371047801374,2317.71804799924,165.32255010993964,98.30329222828642,2190.6582833872453,2632.9050566654873,1,MEDIUM,537.7536449685501,0.40439440744236776,-0.7415308765657045
34.70522259928224,0.0,56.68766021165337,99.46172063427963,-107.2099809246286,-13.843641726140348,0,LOW,-2317.71804799924,1.158428405993206,0.6715121212684991
33.871536992981696,1336.5791857739318,70.78824568253167,98.39089843520935,1474.0146317720667,1217.9284523928861,0,MEDIUM,1336.5791857739318,-1.0708221990702782,-0.8336856063005413
33.59201948419254,755.5410722355787,88.97349105082496,97.94865191547245,850.055798485652,778.1117575901719,0,MEDIUM,-581.0381135383532,-0.4422465197368979,-0.27951750878915504
34.055683087164844,1541.6619299246292,221.92234993411589,97.74091789741587,1440.1564604875168,1544.6427514207794,1,HIGH,786.1208576890506,-0.2077340180565841,0.4636636029723036
34.751718520672874,1731.1915809842685,84.32967506736902,98.09580866698553,1674.259891179103,2112.674154688587,0,MEDIUM,189.52965105963926,0.35489076956966414,0.6960354335080297
34.99519295933204,2742.5526825208312,148.88644081151344,96.80436959733996,2793.712794222038,2736.5687966548276,1,HIGH,1011.3611015365627,-1.2914390696455769,0.24347443865916318
34.13551312549249,1892.4099148844193,114.95117366711045,97.4645080211686,2061.6133097939523,1683.9116869196796,0,MEDIUM,-850.1427676364119,0.6601384238286414,-0.8596798338395502
34.48322578942531,1782.5093396485095,65.56987652866898,99.19792766370986,1639.0140028500696,1747.0782363054557,0,MEDIUM,-109.90057523590986,1.7334196425412642,0.34771266393282474
34.30910488903635,1813.264202077572,11.091364043631003,95.45532286085377,1731.8467042058596,1801.405611721592,0,MEDIUM,30.75486242906254,-3.7426048028560928,-0.17412090038896366
33.33482244136515,2696.4446937342086,89.08480918247146,96.40685705993181,2744.8338646737357,2590.7212997420606,0,HIGH,883.1804916566366,0.9515341990780399,-0.9742824476712002
34.05119321541196,1819.505027424986,274.5578644725175,97.31623623524513,1903.9776867681344,1541.6196737719324,1,HIGH,-876.9396663092225,0.9093791753133189,0.7163707740468155
34.2517088540022,2166.0477480349723,174.46509195294104,96.75820368586213,2128.0081531544693,2198.9305691856507,1,MEDIUM,346.5427206099862,-0.5580325493830003,0.20051563859023958
34.305238982854966,0.0,89.96019450770284,98.22303627077252,20.92858494936145,90.58294761020993,0,MEDIUM,-2166.0477480349723,1.464832584910397,0.053530128852763426
34.24227632386704,0.0,281.62571625034326,97.58860242459275,23.38037615094947,-0.27219873916718385,1,HIGH,0.0,-0.6344338461797747,-0.06296265898792797
34.82006348470502,1643.745601595147,288.1662358053968,100.0,1823.5265772215782,1532.888486592259,1,HIGH,1643.745601595147,2.41139757540725,0.5777871608379783
33.54225508592625,1830.8775432125403,283.16991402366233,96.46929711583107,1963.521923193331,1961.5675407078763,1,HIGH,187.1319416173933,-3.5307028841689316,-1.2778083987787667
34.060318540566364,1941.724849457086,280.72932129266724,98.50986777659706,1941.5801937771266,1825.977325620765,1,HIGH,110.84730624454573,2.0405706607659937,0.5180634546401137
33.68155810307504,3314.3326466990948,64.99843392276887,96.40960001967314,3242.4684920465534,3350.2873339626944,0,HIGH,1372.6077972420087,-2.1002677569239268,-0.37876043749132293
34.888835921104956,450.2983049068731,169.59669526706998,97.52817516007694,583.1382565322392,584.2190565311503,1,MEDIUM,-2864.0343417922218,1.1185751404038058,1.2072778180299153
33.7257293151422,682.7156980949635,89.04850869017844,96.9139091815238,614.2100069203533,564.012829386278,0,MEDIUM,232.4173931880904,-0.614265978553135,-1.1631066059627528
